日期,AQI指数,PM2.5	,PM10,So2,No2,Co,O3
"
                                        2014-12-20",99.0,73.0,112.0,27.0,60.0,1.11,28.0
"
                                        2014-12-21",91.0,67.0,100.0,32.0,53.0,1.02,31.0
"
                                        2014-12-22",88.0,64.0,100.0,38.0,61.0,0.99,26.0
"
                                        2014-12-23",120.0,90.0,141.0,45.0,80.0,1.19,25.0
"
                                        2014-12-24",128.0,96.0,141.0,39.0,79.0,1.27,28.0
"
                                        2014-12-25",138.0,103.0,121.0,36.0,71.0,1.1,25.0
"
                                        2014-12-26",59.0,40.0,61.0,22.0,51.0,0.65,30.0
"
                                        2014-12-27",84.0,61.0,84.0,28.0,61.0,0.77,23.0
"
                                        2014-12-28",119.0,89.0,125.0,26.0,65.0,1.09,28.0
"
                                        2014-12-29",107.0,80.0,111.0,20.0,48.0,1.03,44.0
"
                                        2014-12-30",92.0,67.0,111.0,22.0,57.0,0.93,38.0
"
                                        2014-12-31",100.0,72.0,141.0,27.0,52.0,0.96,28.0
"
                                        2015-01-01",68.0,32.0,84.0,27.0,39.0,0.74,37.0
"
                                        2015-01-02",85.0,61.0,104.0,27.0,57.0,1.03,27.0
"
                                        2015-01-03",125.0,94.0,151.0,43.0,78.0,1.25,26.0
"
                                        2015-01-04",123.0,92.0,149.0,43.0,90.0,1.12,48.0
"
                                        2015-01-05",153.0,116.0,188.0,33.0,91.0,1.52,24.0
"
                                        2015-01-06",146.0,113.0,111.0,19.0,47.0,1.2,22.0
"
                                        2015-01-07",66.0,46.0,73.0,16.0,39.0,0.87,27.0
"
                                        2015-01-08",106.0,79.0,115.0,24.0,49.0,1.24,28.0
"
                                        2015-01-09",152.0,115.0,169.0,32.0,76.0,1.66,32.0
"
                                        2015-01-10",165.0,125.0,190.0,36.0,87.0,1.71,33.0
"
                                        2015-01-11",125.0,94.0,141.0,28.0,73.0,1.39,39.0
"
                                        2015-01-12",118.0,88.0,107.0,22.0,48.0,1.07,37.0
"
                                        2015-01-13",62.0,43.0,46.0,13.0,57.0,0.85,17.0
"
                                        2015-01-14",33.0,21.0,19.0,6.0,41.0,0.78,24.0
"
                                        2015-01-15",68.0,48.0,59.0,12.0,44.0,0.96,19.0
"
                                        2015-01-16",110.0,82.0,107.0,20.0,51.0,1.12,25.0
"
                                        2015-01-17",195.0,148.0,181.0,27.0,59.0,1.5,36.0
"
                                        2015-01-18",151.0,114.0,151.0,24.0,62.0,1.37,44.0
"
                                        2015-01-19",104.0,69.0,136.0,21.0,66.0,1.15,38.0
"
                                        2015-01-20",102.0,73.0,142.0,34.0,73.0,1.07,28.0
"
                                        2015-01-21",99.0,72.0,101.0,18.0,46.0,1.02,47.0
"
                                        2015-01-22",156.0,118.0,149.0,32.0,51.0,1.42,46.0
"
                                        2015-01-23",190.0,143.0,176.0,32.0,87.0,1.7,24.0
"
                                        2015-01-24",173.0,130.0,182.0,33.0,96.0,1.63,24.0
"
                                        2015-01-25",206.0,163.0,195.0,33.0,91.0,1.84,13.0
"
                                        2015-01-26",237.0,186.0,209.0,23.0,64.0,2.04,8.0
"
                                        2015-01-27",105.0,78.0,70.0,14.0,45.0,0.96,27.0
"
                                        2015-01-28",49.0,34.0,40.0,12.0,43.0,0.7,25.0
"
                                        2015-01-29",42.0,29.0,16.0,9.0,54.0,0.84,11.0
"
                                        2015-01-30",70.0,50.0,49.0,11.0,40.0,0.97,26.0
"
                                        2015-01-31",98.0,73.0,86.0,25.0,45.0,1.13,36.0
"
                                        2015-02-01",66.0,47.0,61.0,17.0,51.0,0.82,20.0
"
                                        2015-02-02",125.0,94.0,99.0,18.0,63.0,1.11,10.0
"
                                        2015-02-03",106.0,79.0,71.0,19.0,60.0,1.14,9.0
"
                                        2015-02-04",129.0,97.0,100.0,20.0,45.0,1.12,40.0
"
                                        2015-02-05",121.0,89.0,101.0,24.0,44.0,1.11,51.0
"
                                        2015-02-06",76.0,55.0,84.0,21.0,59.0,0.95,38.0
"
                                        2015-02-07",96.0,70.0,97.0,25.0,61.0,1.05,42.0
"
                                        2015-02-08",107.0,77.0,106.0,19.0,39.0,0.99,47.0
"
                                        2015-02-09",56.0,37.0,56.0,14.0,41.0,0.77,44.0
"
                                        2015-02-10",68.0,49.0,70.0,15.0,57.0,0.77,38.0
"
                                        2015-02-11",78.0,56.0,86.0,15.0,58.0,0.85,47.0
"
                                        2015-02-12",105.0,73.0,140.0,20.0,49.0,0.91,66.0
"
                                        2015-02-13",179.0,135.0,180.0,14.0,47.0,1.32,59.0
"
                                        2015-02-14",126.0,94.0,127.0,11.0,47.0,1.09,59.0
"
                                        2015-02-15",64.0,44.0,67.0,8.0,38.0,0.84,55.0
"
                                        2015-02-16",130.0,98.0,122.0,15.0,26.0,1.16,79.0
"
                                        2015-02-17",177.0,133.0,180.0,10.0,31.0,1.44,66.0
"
                                        2015-02-18",90.0,64.0,123.0,14.0,22.0,0.92,96.0
"
                                        2015-02-19",68.0,47.0,69.0,9.0,15.0,0.61,76.0
"
                                        2015-02-20",48.0,33.0,40.0,6.0,28.0,0.72,43.0
"
                                        2015-02-21",40.0,28.0,30.0,5.0,27.0,0.98,19.0
"
                                        2015-02-22",97.0,71.0,78.0,10.0,22.0,1.05,35.0
"
                                        2015-02-23",99.0,70.0,98.0,6.0,20.0,0.96,52.0
"
                                        2015-02-24",64.0,42.0,72.0,4.0,21.0,0.82,45.0
"
                                        2015-02-25",40.0,26.0,37.0,4.0,26.0,0.79,45.0
"
                                        2015-02-26",68.0,49.0,57.0,7.0,34.0,1.1,38.0
"
                                        2015-02-27",39.0,20.0,28.0,4.0,20.0,0.65,68.0
"
                                        2015-02-28",26.0,14.0,16.0,4.0,29.0,0.68,46.0
"
                                        2015-03-01",44.0,31.0,40.0,6.0,23.0,0.71,59.0
"
                                        2015-03-02",69.0,49.0,67.0,11.0,37.0,0.83,56.0
"
                                        2015-03-03",109.0,72.0,119.0,12.0,34.0,0.94,53.0
"
                                        2015-03-04",62.0,30.0,73.0,18.0,34.0,0.69,51.0
"
                                        2015-03-05",48.0,31.0,46.0,9.0,42.0,0.66,34.0
"
                                        2015-03-06",74.0,53.0,67.0,12.0,50.0,0.78,22.0
"
                                        2015-03-07",96.0,71.0,93.0,18.0,54.0,0.9,31.0
"
                                        2015-03-08",67.0,48.0,52.0,18.0,53.0,0.88,25.0
"
                                        2015-03-09",79.0,58.0,70.0,13.0,35.0,0.89,40.0
"
                                        2015-03-10",57.0,34.0,61.0,18.0,29.0,0.67,65.0
"
                                        2015-03-11",79.0,57.0,90.0,34.0,61.0,0.77,49.0
"
                                        2015-03-12",107.0,80.0,127.0,28.0,54.0,0.88,91.0
"
                                        2015-03-13",100.0,74.0,126.0,21.0,71.0,1.02,44.0
"
                                        2015-03-14",139.0,105.0,151.0,25.0,74.0,1.15,37.0
"
                                        2015-03-15",80.0,59.0,76.0,7.0,39.0,0.79,59.0
"
                                        2015-03-16",76.0,54.0,82.0,11.0,50.0,0.81,33.0
"
                                        2015-03-17",113.0,85.0,133.0,19.0,70.0,1.07,36.0
"
                                        2015-03-18",60.0,43.0,53.0,9.0,51.0,1.18,17.0
"
                                        2015-03-19",59.0,43.0,59.0,12.0,40.0,0.97,41.0
"
                                        2015-03-20",109.0,81.0,105.0,14.0,55.0,0.98,43.0
"
                                        2015-03-21",60.0,41.0,50.0,7.0,44.0,1.01,44.0
"
                                        2015-03-22",81.0,53.0,97.0,12.0,42.0,1.05,64.0
"
                                        2015-03-23",75.0,31.0,99.0,15.0,39.0,0.56,68.0
"
                                        2015-03-24",48.0,18.0,47.0,10.0,35.0,0.43,64.0
"
                                        2015-03-25",55.0,26.0,53.0,18.0,35.0,0.45,85.0
"
                                        2015-03-26",60.0,37.0,68.0,20.0,52.0,0.55,53.0
"
                                        2015-03-27",52.0,36.0,50.0,8.0,46.0,0.63,48.0
"
                                        2015-03-28",69.0,48.0,71.0,10.0,50.0,0.75,45.0
"
                                        2015-03-29",101.0,75.0,109.0,16.0,56.0,0.92,68.0
"
                                        2015-03-30",98.0,72.0,94.0,14.0,70.0,0.99,38.0
"
                                        2015-03-31",62.0,42.0,66.0,11.0,46.0,0.92,46.0
"
                                        2015-04-01",79.0,54.0,92.0,15.0,52.0,0.93,61.0
"
                                        2015-04-02",62.0,38.0,69.0,12.0,41.0,0.76,56.0
"
                                        2015-04-03",82.0,60.0,81.0,8.0,43.0,1.18,32.0
"
                                        2015-04-04",84.0,61.0,85.0,14.0,51.0,1.41,29.0
"
                                        2015-04-05",109.0,81.0,101.0,12.0,59.0,1.63,26.0
"
                                        2015-04-06",36.0,23.0,27.0,5.0,33.0,0.81,60.0
"
                                        2015-04-07",40.0,26.0,38.0,8.0,33.0,0.6,58.0
"
                                        2015-04-08",59.0,41.0,60.0,13.0,38.0,0.71,67.0
"
                                        2015-04-09",64.0,45.0,66.0,23.0,47.0,0.58,63.0
"
                                        2015-04-10",92.0,68.0,100.0,20.0,60.0,0.77,71.0
"
                                        2015-04-11",81.0,56.0,84.0,21.0,48.0,0.63,75.0
"
                                        2015-04-12",90.0,60.0,100.0,22.0,48.0,0.75,93.0
"
                                        2015-04-13",58.0,28.0,60.0,8.0,20.0,0.59,77.0
"
                                        2015-04-14",60.0,34.0,59.0,8.0,22.0,0.64,99.0
"
                                        2015-04-15",66.0,40.0,80.0,16.0,56.0,0.77,68.0
"
                                        2015-04-16",81.0,54.0,109.0,17.0,45.0,0.8,79.0
"
                                        2015-04-17",100.0,54.0,148.0,24.0,42.0,0.72,83.0
"
                                        2015-04-18",89.0,59.0,126.0,15.0,58.0,0.9,56.0
"
                                        2015-04-19",107.0,80.0,114.0,11.0,47.0,0.93,83.0
"
                                        2015-04-20",41.0,27.0,37.0,6.0,30.0,0.76,50.0
"
                                        2015-04-21",76.0,55.0,93.0,18.0,51.0,0.88,65.0
"
                                        2015-04-22",110.0,81.0,137.0,27.0,77.0,1.05,69.0
"
                                        2015-04-23",100.0,67.0,111.0,27.0,76.0,0.95,75.0
"
                                        2015-04-24",100.0,73.0,136.0,29.0,94.0,1.03,39.0
"
                                        2015-04-25",140.0,90.0,148.0,28.0,74.0,1.03,93.0
"
                                        2015-04-26",85.0,53.0,88.0,20.0,54.0,0.75,80.0
"
                                        2015-04-27",67.0,44.0,78.0,19.0,42.0,0.72,80.0
"
                                        2015-04-28",78.0,51.0,82.0,15.0,31.0,0.71,92.0
"
                                        2015-04-29",65.0,42.0,69.0,10.0,26.0,0.7,91.0
"
                                        2015-04-30",89.0,56.0,85.0,18.0,37.0,0.73,110.0
"
                                        2015-05-01",125.0,84.0,125.0,25.0,40.0,0.9,123.0
"
                                        2015-05-02",80.0,59.0,81.0,11.0,42.0,1.02,48.0
"
                                        2015-05-03",61.0,37.0,53.0,9.0,20.0,0.74,110.0
"
                                        2015-05-04",112.0,74.0,118.0,31.0,44.0,0.96,112.0
"
                                        2015-05-05",73.0,32.0,72.0,19.0,37.0,0.64,111.0
"
                                        2015-05-06",71.0,43.0,86.0,12.0,41.0,0.77,92.0
"
                                        2015-05-07",103.0,72.0,116.0,16.0,42.0,0.88,115.0
"
                                        2015-05-08",92.0,67.0,95.0,15.0,47.0,0.83,74.0
"
                                        2015-05-09",70.0,45.0,59.0,9.0,28.0,0.67,69.0
"
                                        2015-05-10",72.0,47.0,68.0,11.0,29.0,0.61,89.0
"
                                        2015-05-11",38.0,21.0,31.0,9.0,28.0,0.63,50.0
"
                                        2015-05-12",54.0,21.0,52.0,7.0,25.0,0.41,81.0
"
                                        2015-05-13",66.0,30.0,68.0,15.0,47.0,0.61,78.0
"
                                        2015-05-14",49.0,31.0,52.0,7.0,39.0,0.66,50.0
"
                                        2015-05-15",44.0,26.0,44.0,8.0,35.0,0.72,50.0
"
                                        2015-05-16",73.0,50.0,90.0,13.0,32.0,0.76,96.0
"
                                        2015-05-17",64.0,39.0,66.0,22.0,38.0,0.61,89.0
"
                                        2015-05-18",57.0,40.0,61.0,8.0,53.0,0.91,27.0
"
                                        2015-05-19",70.0,48.0,67.0,10.0,37.0,0.83,76.0
"
                                        2015-05-20",104.0,60.0,89.0,18.0,47.0,0.8,90.0
"
                                        2015-05-21",72.0,23.0,45.0,14.0,37.0,0.52,105.0
